id,seq,delay
1,0,170.19607843137254
1,1,132.54901960784312
4,0,157.3394495412844
2,0,170.04048582995952
4,1,185.32110091743118
4,2,142.2018348623853
1,2,167.45098039215688
1,3,130.19607843137254
2,1,166.39676113360323
1,4,95.68627450980392
2,2,127.53036437246963
4,3,112.38532110091744
2,3,95.1417004048583
4,4,90.36697247706422
1,5,84.70588235294117
2,4,87.4493927125506
1,6,81.96078431372548
4,5,93.11926605504587
2,5,94.73684210526315
4,6,93.11926605504587
1,7,84.70588235294117
2,6,95.1417004048583
4,7,90.82568807339449
1,8,81.56862745098039
2,7,95.1417004048583
1,9,80.3921568627451
4,8,95.87155963302753
2,8,118.62348178137651
4,9,137.1559633027523
2,9,109.31174089068827
6,0,128.23529411764707
1,10,121.9607843137255
6,1,87.84313725490196
1,11,110.98039215686275
9,0,144.95412844036696
4,10,142.2018348623853
7,0,163.56275303643724
2,10,174.49392712550608
9,1,185.7798165137615
4,11,183.0275229357798
1,12,164.31372549019608
8,0,192.79999999999998
4,12,145.41284403669727
9,2,151.37614678899084
7,1,169.23076923076923
1,13,132.54901960784312
2,11,164.77732793522267
4,13,107.33944954128441
8,1,154.8
1,14,98.4313725490196
8,2,118.39999999999999
7,2,127.93522267206478
9,3,118.34862385321101
2,12,131.57894736842107
7,3,92.3076923076923
2,13,95.1417004048583
8,3,89.60000000000001
9,4,90.82568807339449
1,15,82.35294117647058
4,14,95.87155963302753
7,4,84.21052631578947
2,14,95.1417004048583
9,5,88.9908256880734
8,4,93.2
4,15,90.36697247706422
1,16,82.35294117647058
2,15,87.04453441295547
7,5,93.92712550607287
8,5,88.0
9,6,88.07339449541286
4,16,88.07339449541286
1,17,85.09803921568627
2,16,95.1417004048583
7,6,94.33198380566802
9,7,88.53211009174312
8,6,88.8
4,17,88.9908256880734
1,18,80.3921568627451
6,2,347.843137254902
6,3,307.843137254902
6,4,265.88235294117646
6,5,225.09803921568627
6,6,185.49019607843138
6,7,145.49019607843135
6,8,105.49019607843138
2,17,97.57085020242914
7,7,95.54655870445345
9,8,88.9908256880734
8,7,90.4
6,9,81.17647058823529
4,18,89.90825688073394
1,19,79.2156862745098
2,18,97.16599190283401
7,8,95.54655870445345
8,8,91.2
11,0,125.88235294117646
4,19,129.8165137614679
2,19,106.07287449392713
7,9,102.83400809716599
6,10,120.0
1,20,116.47058823529413
8,9,105.60000000000001
14,0,147.24770642201835
4,20,137.1559633027523
12,0,164.37246963562754
11,1,179.2156862745098
7,10,166.39676113360323
14,1,195.41284403669727
4,21,185.32110091743118
13,0,196.8
8,10,177.2
11,2,170.19607843137254
4,22,146.3302752293578
11,3,136.07843137254903
4,23,106.88073394495412
12,1,178.5425101214575
11,4,98.82352941176471
8,11,148.4
14,2,156.42201834862385
13,1,168.0
13,2,128.4
2,20,211.336032388664
2,21,170.8502024291498
8,12,113.6
12,2,136.43724696356276
7,11,173.6842105263158
14,3,118.34862385321101
13,3,94.8
12,3,96.76113360323887
11,5,81.17647058823529
14,4,89.44954128440367
8,13,91.2
4,24,91.28440366972477
12,4,82.5910931174089
13,4,100.0
8,14,89.60000000000001
4,25,96.78899082568807
14,5,93.11926605504587
6,11,302.3529411764706
7,12,210.12145748987857
2,22,211.7408906882591
1,21,297.6470588235294
7,13,168.8259109311741
7,14,126.72064777327935
11,6,102.74509803921568
2,23,170.8502024291498
2,24,124.29149797570851
6,12,262.3529411764706
6,13,222.7450980392157
1,22,257.64705882352945
6,14,182.7450980392157
1,23,217.6470588235294
1,24,177.6470588235294
1,25,137.64705882352942
1,26,97.6470588235294
6,15,142.35294117647058
6,16,102.74509803921568
7,15,84.61538461538461
13,5,88.4
12,5,93.52226720647774
8,15,89.2
4,26,87.1559633027523
11,7,82.35294117647058
6,17,82.35294117647058
1,27,80.0
14,6,95.41284403669725
2,25,118.21862348178138
12,6,88.66396761133603
13,6,90.4
7,16,93.92712550607287
8,16,89.2
6,18,82.74509803921568
4,27,88.9908256880734
11,8,83.13725490196079
14,7,89.90825688073394
2,26,110.5263157894737
1,28,84.70588235294117
2,27,85.4251012145749
13,7,89.2
7,17,87.4493927125506
12,7,93.52226720647774
8,17,89.2
4,28,88.53211009174312
6,19,82.74509803921568
11,9,83.13725490196079
14,8,90.36697247706422
1,29,82.74509803921568
2,28,86.63967611336032
13,8,91.2
7,18,94.33198380566802
12,8,95.1417004048583
8,18,90.4
4,29,89.44954128440367
6,20,84.31372549019608
11,10,84.31372549019608
14,9,89.44954128440367
1,30,83.92156862745098
2,29,86.23481781376519
13,9,92.80000000000001
12,9,93.92712550607287
7,19,94.73684210526315
6,21,80.3921568627451
8,19,89.60000000000001
11,11,80.3921568627451
4,30,89.90825688073394
1,31,78.43137254901961
14,10,89.44954128440367
13,10,94.8
7,20,94.73684210526315
6,22,81.56862745098039
4,31,88.53211009174312
11,12,81.96078431372548
8,20,93.2
14,11,88.07339449541286
12,10,111.74089068825911
2,30,111.74089068825911
1,32,81.17647058823529
12,11,86.23481781376519
7,21,87.85425101214574
2,31,87.85425101214574
13,11,91.2
6,23,80.7843137254902
4,32,89.90825688073394
8,21,91.2
11,13,82.35294117647058
14,12,88.53211009174312
1,33,80.7843137254902
13,12,90.8
7,22,94.73684210526315
12,12,95.95141700404858
2,32,96.35627530364373
6,24,78.82352941176471
4,33,88.53211009174312
8,22,90.0
11,14,81.17647058823529
14,13,97.70642201834863
1,34,83.92156862745098
13,13,91.2
7,23,94.73684210526315
12,13,96.35627530364373
2,33,97.97570850202429
11,15,79.2156862745098
8,23,90.8
4,34,90.82568807339449
6,25,83.92156862745098
14,14,88.9908256880734
1,35,81.56862745098039
2,34,85.82995951417004
13,14,90.4
12,14,95.54655870445345
7,24,95.1417004048583
4,35,88.9908256880734
8,24,92.0
6,26,83.92156862745098
11,16,83.92156862745098
14,15,89.90825688073394
1,36,81.96078431372548
13,15,90.0
12,15,95.54655870445345
2,35,97.16599190283401
7,25,95.95141700404858
11,17,79.6078431372549
6,27,80.3921568627451
8,25,91.60000000000001
4,36,91.28440366972477
14,16,88.9908256880734
1,37,80.3921568627451
2,36,86.23481781376519
13,16,90.8
12,16,93.92712550607287
7,26,94.73684210526315
6,28,79.2156862745098
11,18,80.0
8,26,90.4
4,37,91.28440366972477
14,17,91.28440366972477
1,38,82.35294117647058
12,17,85.02024291497976
13,17,91.60000000000001
2,37,95.54655870445345
7,27,95.1417004048583
4,38,89.90825688073394
11,19,81.96078431372548
8,27,92.4
6,29,85.88235294117646
14,18,89.44954128440367
1,39,78.03921568627452
2,38,87.85425101214574
13,18,90.4
12,18,95.54655870445345
7,28,95.95141700404858
4,39,89.90825688073394
8,28,91.2
6,30,81.96078431372548
11,20,85.49019607843137
14,19,88.9908256880734
1,40,80.0
13,19,91.2
12,19,93.11740890688259
2,39,95.1417004048583
7,29,96.35627530364373
8,29,92.0
4,40,93.11926605504587
6,31,83.92156862745098
11,21,84.70588235294117
14,20,90.36697247706422
1,41,82.74509803921568
2,40,84.61538461538461
13,20,90.0
12,20,95.95141700404858
7,30,95.54655870445345
8,30,89.60000000000001
11,22,80.7843137254902
4,41,91.28440366972477
6,32,82.74509803921568
14,21,88.53211009174312
1,42,78.03921568627452
12,21,83.40080971659918
13,21,91.2
2,41,96.76113360323887
7,31,95.54655870445345
11,23,80.7843137254902
8,31,91.60000000000001
4,42,91.74311926605505
6,33,83.52941176470588
14,22,88.9908256880734
1,43,77.64705882352942
13,22,91.60000000000001
12,22,94.73684210526315
11,24,77.64705882352942
7,32,96.76113360323887
6,34,80.0
8,32,91.2
4,43,90.36697247706422
14,23,88.53211009174312
2,42,119.43319838056681
1,44,80.0
12,23,84.61538461538461
13,23,92.0
2,43,96.35627530364373
7,33,95.1417004048583
8,33,90.0
11,25,80.7843137254902
6,35,81.17647058823529
4,44,90.36697247706422
14,24,88.07339449541286
1,45,81.17647058823529
12,24,95.1417004048583
13,24,94.0
2,44,95.95141700404858
7,34,95.1417004048583
8,34,90.4
11,26,80.7843137254902
6,36,87.84313725490196
4,45,100.0
14,25,93.57798165137615
1,46,81.17647058823529
13,25,89.60000000000001
12,25,94.33198380566802
2,45,95.54655870445345
7,35,95.54655870445345
8,35,90.4
11,27,82.35294117647058
6,37,81.17647058823529
4,46,90.36697247706422
14,26,88.9908256880734
1,47,77.64705882352942
13,26,90.0
12,26,93.92712550607287
7,36,86.63967611336032
2,46,95.54655870445345
11,28,82.74509803921568
8,36,92.80000000000001
6,38,82.35294117647058
14,27,90.82568807339449
4,47,100.0
1,48,78.82352941176471
13,27,89.60000000000001
12,27,93.92712550607287
11,29,79.6078431372549
8,37,90.8
7,37,96.76113360323887
6,39,82.74509803921568
2,47,107.6923076923077
14,28,88.9908256880734
4,48,99.54128440366972
1,49,80.7843137254902
13,28,91.60000000000001
12,28,94.73684210526315
2,48,96.35627530364373
8,38,90.0
4,49,89.90825688073394
7,38,95.95141700404858
11,30,83.92156862745098
6,40,82.74509803921568
14,29,90.82568807339449
12,29,83.80566801619433
1,50,80.0
13,29,90.4
2,49,95.1417004048583
11,31,81.17647058823529
8,39,90.8
6,41,81.56862745098039
7,39,96.76113360323887
4,50,90.36697247706422
14,30,90.82568807339449
1,51,83.52941176470588
13,30,90.0
12,30,94.73684210526315
7,40,83.80566801619433
2,50,97.57085020242914
8,40,91.2
6,42,81.96078431372548
11,32,83.92156862745098
4,51,91.28440366972477
14,31,88.9908256880734
1,52,78.43137254901961
13,31,90.0
12,31,94.33198380566802
2,51,95.54655870445345
8,41,93.60000000000001
7,41,96.76113360323887
11,33,83.52941176470588
6,43,84.70588235294117
4,52,91.74311926605505
14,32,89.44954128440367
1,53,78.43137254901961
12,32,94.73684210526315
13,32,92.80000000000001
2,52,95.54655870445345
11,34,78.82352941176471
8,42,90.4
6,44,82.35294117647058
4,53,88.9908256880734
7,42,97.16599190283401
14,33,89.44954128440367
1,54,78.03921568627452
13,33,90.4
12,33,97.16599190283401
2,53,95.54655870445345
11,35,80.7843137254902
8,43,90.4
7,43,95.54655870445345
6,45,81.96078431372548
4,54,90.82568807339449
14,34,89.90825688073394
12,34,83.80566801619433
1,55,81.96078431372548
13,34,90.0
7,44,83.80566801619433
2,54,95.1417004048583
11,36,80.3921568627451
8,44,92.0
6,46,82.35294117647058
4,55,92.20183486238533
14,35,88.9908256880734
1,56,80.0
13,35,89.60000000000001
12,35,94.33198380566802
2,55,95.54655870445345
6,47,78.03921568627452
8,45,90.4
7,45,94.73684210526315
4,56,89.44954128440367
11,37,87.05882352941177
14,36,89.90825688073394
1,57,79.6078431372549
13,36,90.0
12,36,93.52226720647774
2,56,94.73684210526315
8,46,90.4
11,38,89.01960784313725
7,46,104.45344129554657
4,57,100.45871559633028
14,37,96.3302752293578
6,48,88.23529411764706
12,37,83.80566801619433
1,58,80.3921568627451
13,37,89.2
2,57,94.73684210526315
7,47,94.33198380566802
11,39,79.6078431372549
8,47,92.0
4,58,89.90825688073394
14,38,88.9908256880734
6,49,81.96078431372548
12,38,83.80566801619433
1,59,81.56862745098039
13,38,90.0
2,58,95.95141700404858
7,48,89.47368421052632
11,40,81.56862745098039
4,59,90.82568807339449
8,48,94.0
6,50,80.0
14,39,88.9908256880734
1,60,79.6078431372549
13,39,90.4
12,39,94.73684210526315
2,59,95.95141700404858
8,49,89.60000000000001
11,41,80.0
4,60,89.90825688073394
6,51,80.0
14,40,88.53211009174312
7,49,106.88259109311741
1,61,80.0
12,40,84.21052631578947
2,60,87.04453441295547
13,40,93.2
8,50,90.0
4,61,93.11926605504587
11,42,83.13725490196079
7,50,98.38056680161942
14,41,89.44954128440367
6,52,82.74509803921568
1,62,79.6078431372549
2,61,86.23481781376519
12,41,93.92712550607287
