id,seq,delay
1,0,330.4347826086956
1,1,290.4347826086957
1,2,246.08695652173913
1,3,253.91304347826087
1,4,213.0434782608696
2,0,243.26241134751774
2,1,209.21985815602838
1,5,293.04347826086956
1,6,260.8695652173913
1,7,215.65217391304347
2,2,264.5390070921986
2,3,227.6595744680851
2,4,198.58156028368793
1,8,194.7826086956522
2,5,176.59574468085106
1,9,158.26086956521738
3,0,218.8073394495413
2,6,146.09929078014184
3,1,195.87155963302752
3,2,173.39449541284404
3,3,152.75229357798165
3,4,131.65137614678898
3,5,115.1376146788991
1,10,157.3913043478261
2,7,148.22695035460993
3,6,112.38532110091744
1,11,156.52173913043478
2,8,146.80851063829786
3,7,113.30275229357798
2,9,133.33333333333331
1,12,152.17391304347828
3,8,112.38532110091744
1,13,158.26086956521738
2,10,148.22695035460993
3,9,113.30275229357798
1,14,165.2173913043478
2,11,148.93617021276594
3,10,111.92660550458714
2,12,134.04255319148936
1,15,157.3913043478261
2,13,132.6241134751773
3,11,116.05504587155964
1,16,160.8695652173913
3,12,111.92660550458714
1,17,160.0
2,14,147.51773049645388
3,13,113.30275229357798
1,18,152.17391304347828
2,15,147.51773049645388
2,16,134.04255319148936
3,14,119.72477064220183
1,19,154.78260869565216
3,15,112.38532110091744
1,20,153.91304347826087
2,17,146.09929078014184
3,16,111.92660550458714
1,21,154.78260869565216
2,18,146.09929078014184
3,17,111.92660550458714
2,19,129.7872340425532
1,22,160.8695652173913
3,18,112.38532110091744
1,23,161.7391304347826
2,20,148.93617021276594
3,19,112.38532110091744
1,24,159.1304347826087
2,21,145.39007092198582
3,20,112.8440366972477
1,25,158.26086956521738
2,22,145.39007092198582
3,21,112.8440366972477
1,26,157.3913043478261
2,23,145.39007092198582
3,22,112.38532110091744
1,27,157.3913043478261
2,24,146.09929078014184
3,23,112.38532110091744
1,28,156.52173913043478
2,25,146.09929078014184
3,24,112.38532110091744
1,29,155.65217391304347
2,26,145.39007092198582
3,25,111.4678899082569
1,30,158.26086956521738
2,27,145.39007092198582
3,26,111.92660550458714
1,31,157.3913043478261
2,28,146.80851063829786
3,27,112.38532110091744
1,32,156.52173913043478
2,29,146.09929078014184
3,28,111.92660550458714
1,33,154.78260869565216
2,30,146.80851063829786
3,29,111.4678899082569
1,34,155.65217391304347
2,31,146.80851063829786
3,30,111.4678899082569
1,35,155.65217391304347
2,32,145.39007092198582
3,31,111.4678899082569
1,36,155.65217391304347
2,33,145.39007092198582
3,32,111.92660550458714
1,37,155.65217391304347
2,34,146.09929078014184
3,33,111.4678899082569
1,38,155.65217391304347
2,35,146.09929078014184
3,34,112.38532110091744
1,39,148.69565217391306
2,36,145.39007092198582
3,35,111.92660550458714
1,40,147.82608695652172
2,37,146.09929078014184
3,36,112.38532110091744
1,41,155.65217391304347
2,38,146.80851063829786
3,37,114.6788990825688
1,42,152.17391304347828
2,39,146.80851063829786
3,38,113.76146788990826
1,43,160.8695652173913
2,40,146.09929078014184
3,39,111.4678899082569
1,44,159.1304347826087
2,41,146.09929078014184
3,40,112.38532110091744
1,45,159.1304347826087
2,42,158.86524822695037
3,41,112.38532110091744
1,46,156.52173913043478
2,43,146.09929078014184
3,42,112.8440366972477
1,47,155.65217391304347
2,44,148.22695035460993
3,43,111.92660550458714
1,48,154.78260869565216
2,45,146.09929078014184
3,44,112.38532110091744
1,49,153.91304347826087
2,46,146.09929078014184
3,45,112.38532110091744
2,47,141.13475177304963
1,50,153.04347826086956
3,46,111.4678899082569
2,48,145.39007092198582
1,51,160.8695652173913
3,47,112.38532110091744
2,49,146.09929078014184
1,52,160.8695652173913
3,48,111.4678899082569
2,50,148.93617021276594
1,53,160.8695652173913
3,49,111.92660550458714
2,51,145.39007092198582
1,54,158.26086956521738
3,50,111.4678899082569
2,52,145.39007092198582
1,55,157.3913043478261
3,51,112.8440366972477
2,53,146.80851063829786
1,56,158.26086956521738
3,52,112.38532110091744
2,54,145.39007092198582
1,57,157.3913043478261
3,53,112.38532110091744
2,55,146.09929078014184
1,58,156.52173913043478
3,54,112.38532110091744
1,59,157.3913043478261
2,56,147.51773049645388
3,55,112.8440366972477
1,60,156.52173913043478
2,57,146.80851063829786
2,58,131.91489361702128
3,56,112.8440366972477
1,61,155.65217391304347
3,57,112.8440366972477
1,62,155.65217391304347
2,59,147.51773049645388
3,58,113.76146788990826
1,63,155.65217391304347
2,60,147.51773049645388
3,59,113.30275229357798
1,64,154.78260869565216
2,61,146.80851063829786
3,60,111.92660550458714
1,65,154.78260869565216
2,62,146.09929078014184
3,61,112.38532110091744
1,66,154.78260869565216
2,63,146.09929078014184
3,62,120.1834862385321
1,67,160.8695652173913
2,64,148.93617021276594
3,63,112.8440366972477
1,68,158.26086956521738
2,65,146.09929078014184
3,64,112.38532110091744
2,66,145.39007092198582
1,69,159.1304347826087
2,67,129.07801418439718
3,65,111.92660550458714
1,70,157.3913043478261
3,66,111.92660550458714
1,71,156.52173913043478
2,68,146.80851063829786
3,67,111.92660550458714
1,72,154.78260869565216
2,69,145.39007092198582
3,68,113.30275229357798
2,70,131.91489361702128
1,73,154.78260869565216
3,69,111.92660550458714
1,74,153.91304347826087
2,71,146.09929078014184
3,70,112.38532110091744
2,72,131.20567375886526
1,75,161.7391304347826
3,71,113.30275229357798
1,76,153.91304347826087
2,73,145.39007092198582
3,72,111.92660550458714
1,77,152.17391304347828
2,74,145.39007092198582
3,73,112.38532110091744
1,78,152.17391304347828
2,75,146.09929078014184
3,74,112.38532110091744
2,76,131.20567375886526
1,79,160.0
3,75,111.92660550458714
2,77,130.49645390070924
1,80,154.78260869565216
3,76,111.0091743119266
1,81,153.04347826086956
2,78,145.39007092198582
3,77,114.22018348623853
1,82,155.65217391304347
2,79,145.39007092198582
3,78,111.4678899082569
1,83,153.91304347826087
2,80,145.39007092198582
3,79,111.92660550458714
1,84,159.1304347826087
2,81,145.39007092198582
3,80,112.8440366972477
1,85,156.52173913043478
2,82,146.09929078014184
3,81,112.8440366972477
1,86,156.52173913043478
2,83,145.39007092198582
3,82,112.8440366972477
1,87,155.65217391304347
2,84,146.09929078014184
3,83,112.38532110091744
1,88,157.3913043478261
2,85,147.51773049645388
3,84,120.1834862385321
1,89,165.2173913043478
2,86,145.39007092198582
3,85,111.0091743119266
1,90,156.52173913043478
2,87,145.39007092198582
3,86,111.92660550458714
1,91,154.78260869565216
2,88,145.39007092198582
3,87,112.8440366972477
2,89,130.49645390070924
1,92,154.78260869565216
3,88,112.38532110091744
1,93,153.04347826086956
2,90,131.20567375886526
3,89,112.8440366972477
1,94,153.04347826086956
2,91,146.09929078014184
3,90,111.4678899082569
1,95,152.17391304347828
2,92,131.20567375886526
3,91,111.92660550458714
1,96,160.0
2,93,146.09929078014184
3,92,113.30275229357798
1,97,160.0
2,94,145.39007092198582
3,93,111.0091743119266
1,98,158.26086956521738
2,95,146.09929078014184
3,94,111.92660550458714
1,99,156.52173913043478
2,96,145.39007092198582
3,95,111.92660550458714
1,100,155.65217391304347
2,97,145.39007092198582
3,96,112.8440366972477
1,101,154.78260869565216
2,98,145.39007092198582
3,97,112.8440366972477
1,102,153.04347826086956
2,99,146.80851063829786
3,98,112.38532110091744
1,103,153.91304347826087
2,100,145.39007092198582
3,99,114.22018348623853
1,104,153.91304347826087
2,101,145.39007092198582
3,100,113.30275229357798
1,105,153.91304347826087
2,102,145.39007092198582
3,101,112.38532110091744
1,106,153.04347826086956
2,103,145.39007092198582
3,102,111.92660550458714
1,107,151.30434782608694
2,104,146.80851063829786
3,103,112.38532110091744
1,108,158.26086956521738
2,105,145.39007092198582
3,104,112.8440366972477
1,109,158.26086956521738
2,106,146.09929078014184
3,105,112.8440366972477
1,110,156.52173913043478
2,107,146.09929078014184
3,106,113.30275229357798
1,111,165.2173913043478
2,108,146.80851063829786
3,107,113.30275229357798
1,112,153.04347826086956
2,109,146.80851063829786
3,108,112.38532110091744
1,113,160.8695652173913
2,110,148.22695035460993
3,109,112.38532110091744
2,111,130.49645390070924
1,114,160.8695652173913
3,110,112.38532110091744
1,115,159.1304347826087
2,112,146.09929078014184
3,111,113.30275229357798
1,116,155.65217391304347
2,113,146.09929078014184
1,117,153.91304347826087
3,112,114.22018348623853
2,114,146.80851063829786
3,113,112.38532110091744
1,118,158.26086956521738
2,115,146.09929078014184
1,119,153.91304347826087
3,114,114.6788990825688
2,116,146.09929078014184
1,120,151.30434782608694
3,115,112.38532110091744
2,117,146.80851063829786
3,116,111.92660550458714
1,121,159.1304347826087
2,118,146.09929078014184
3,117,111.92660550458714
1,122,158.26086956521738
2,119,146.80851063829786
3,118,112.38532110091744
1,123,156.52173913043478
2,120,146.80851063829786
3,119,111.92660550458714
1,124,156.52173913043478
2,121,147.51773049645388
3,120,112.8440366972477
1,125,155.65217391304347
2,122,146.09929078014184
3,121,112.38532110091744
2,123,146.80851063829786
1,126,176.52173913043478
1,127,149.56521739130434
2,124,130.49645390070924
3,122,112.38532110091744
1,128,148.69565217391306
3,123,112.38532110091744
2,125,150.354609929078
1,129,140.8695652173913
3,124,111.92660550458714
2,126,145.39007092198582
1,130,141.73913043478262
3,125,111.92660550458714
2,127,145.39007092198582
1,131,141.73913043478262
3,126,111.4678899082569
2,128,147.51773049645388
1,132,141.73913043478262
3,127,111.92660550458714
2,129,146.09929078014184
1,133,141.73913043478262
3,128,111.92660550458714
2,130,146.09929078014184
1,134,142.6086956521739
3,129,111.92660550458714
2,131,146.80851063829786
1,135,140.8695652173913
3,130,113.30275229357798
